,cr_lmt_amt,prev_cr_lmt_amt,incm_amt,age,label
167,60000.0,70000.0,49948,36.0,1.0
168,170000.0,175000.0,85880,50.0,0.0
169,200000.0,0.0,85880,50.0,0.0
170,30000.0,0.0,15000,29.0,0.0
171,30000.0,0.0,15000,29.0,1.0
172,147000.0,0.0,58866,43.0,0.0
173,40000.0,55000.0,21879,33.0,0.0
174,0.0,55000.0,21879,33.0,0.0
175,50000.0,0.0,50745,36.0,0.0
176,200000.0,230000.0,57000,39.0,0.0
177,87000.0,80000.0,35000,48.0,1.0
178,700000.0,0.0,150000,58.0,1.0
179,26000.0,0.0,15070,32.0,0.0
180,60000.0,110000.0,21000,37.0,0.0
181,41000.0,49200.0,20600,25.0,0.0
182,20000.0,0.0,17697,29.0,1.0
183,473000.0,481000.0,236850,48.0,0.0
184,0.0,0.0,236850,48.0,0.0
185,30000.0,0.0,23887,32.0,1.0
186,50000.0,60000.0,25329,43.0,0.0
187,26000.0,0.0,15000,35.0,0.0
188,26000.0,33800.0,15000,35.0,0.0
189,73000.0,0.0,36760,57.0,0.0
190,52000.0,0.0,36760,57.0,0.0
191,52000.0,0.0,36760,57.0,0.0
192,31000.0,0.0,18083,43.0,1.0
193,150000.0,195000.0,61682,46.0,0.0
194,45000.0,0.0,28658,35.0,0.0
195,120000.0,0.0,63790,43.0,1.0
196,0.0,0.0,63790,43.0,0.0
197,307000.0,0.0,123110,50.0,0.0
198,307000.0,0.0,123110,50.0,0.0
199,168000.0,0.0,80000,38.0,0.0
200,168000.0,0.0,80000,38.0,1.0
201,60000.0,91934.0,125509,46.0,0.0
202,114000.0,0.0,57295,27.0,0.0
203,114000.0,0.0,57295,27.0,0.0
204,91000.0,0.0,40000,51.0,0.0
205,42000.0,0.0,21000,29.0,0.0
206,33000.0,0.0,33000,46.0,0.0
207,78000.0,93600.0,22500,28.0,0.0
208,100000.0,0.0,50000,29.0,0.0
209,78000.0,95225.0,87259,49.0,0.0
210,0.0,0.0,87259,49.0,0.0
211,170000.0,0.0,86940,38.0,0.0
212,80000.0,82214.0,86940,38.0,0.0
213,54000.0,64800.0,27027,33.0,1.0
214,800000.0,810000.0,443563,58.0,0.0
215,600000.0,0.0,330557,36.0,0.0
216,600000.0,0.0,330557,36.0,0.0
217,118000.0,0.0,45551,40.0,0.0
218,118000.0,0.0,45551,40.0,0.0
219,100000.0,120000.0,357628,30.0,0.0
220,80000.0,0.0,47569,36.0,0.0
221,80000.0,0.0,47569,36.0,0.0
222,100000.0,0.0,52433,42.0,0.0
223,100000.0,0.0,52433,42.0,0.0
224,210000.0,0.0,106000,53.0,0.0
225,50000.0,0.0,28000,29.0,0.0
226,0.0,0.0,30000,28.0,1.0
227,50000.0,0.0,30000,28.0,0.0
228,63000.0,0.0,31793,33.0,0.0
229,61000.0,39000.0,22441,42.0,0.0
230,72000.0,0.0,48200,37.0,1.0
231,72000.0,72000.0,48200,37.0,0.0
232,835000.0,0.0,417911,46.0,1.0
233,835000.0,0.0,417911,46.0,0.0
234,835000.0,0.0,417911,46.0,1.0
235,835000.0,835000.0,417911,46.0,0.0
236,120000.0,70000.0,30000,51.0,0.0
237,66000.0,120726.0,112981,30.0,0.0
238,30000.0,0.0,20707,32.0,0.0
239,500000.0,400000.0,123093,37.0,0.0
240,20000.0,0.0,115786,49.0,1.0
241,260000.0,0.0,115786,49.0,1.0
242,260000.0,0.0,115786,49.0,0.0
243,100000.0,0.0,81138,33.0,0.0
244,100000.0,0.0,81138,33.0,0.0
245,78000.0,82000.0,45241,30.0,1.0
246,128000.0,78000.0,45241,30.0,0.0
247,67000.0,0.0,33840,61.0,1.0
248,33000.0,0.0,33840,61.0,0.0
249,121000.0,0.0,48507,32.0,0.0
250,70000.0,0.0,48507,32.0,1.0
251,101000.0,116120.0,48507,32.0,1.0
252,0.0,50000.0,48507,32.0,1.0
253,121000.0,0.0,48507,32.0,0.0
254,70000.0,0.0,48507,32.0,0.0
255,50000.0,0.0,48507,32.0,0.0
256,36000.0,18000.0,18329,30.0,0.0
257,60000.0,0.0,23000,28.0,0.0
258,130000.0,0.0,54131,30.0,0.0
259,46000.0,0.0,23000,41.0,0.0
260,46000.0,46000.0,23000,41.0,0.0
261,46000.0,0.0,23000,41.0,0.0
262,300000.0,0.0,126160,60.0,0.0
263,300000.0,0.0,126160,60.0,0.0
264,167000.0,0.0,71950,44.0,0.0
265,250000.0,0.0,71950,44.0,0.0
266,331000.0,581000.0,147416,57.0,0.0
267,0.0,390000.0,147416,57.0,1.0
268,331000.0,0.0,147416,57.0,0.0
269,0.0,331000.0,147416,57.0,0.0
270,84000.0,0.0,37606,28.0,0.0
271,84000.0,0.0,37606,28.0,0.0
272,114000.0,95000.0,51000,51.0,0.0
273,62000.0,68200.0,31325,29.0,1.0
274,80000.0,40000.0,34083,44.0,0.0
275,136000.0,163200.0,54600,40.0,0.0
276,136000.0,0.0,54600,40.0,0.0
277,280000.0,140000.0,149820,47.0,1.0
278,140000.0,0.0,149820,47.0,0.0
279,91000.0,0.0,26000,26.0,0.0
280,80000.0,200000.0,73327,41.0,0.0
281,40000.0,50000.0,21744,31.0,0.0
282,40000.0,0.0,21744,31.0,1.0
283,18000.0,67998.0,18658,27.0,1.0
284,38000.0,0.0,21900,32.0,0.0
285,117000.0,138362.0,58912,30.0,0.0
286,50000.0,0.0,25870,44.0,0.0
287,35000.0,55000.0,20551,26.0,0.0
288,50000.0,0.0,628844,45.0,1.0
289,0.0,285000.0,50193,42.0,0.0
290,61000.0,40000.0,39805,48.0,0.0
291,5000.0,360000.0,341060,54.0,0.0
292,360000.0,300000.0,341060,54.0,0.0
293,300000.0,0.0,153000,43.0,0.0
294,24000.0,28000.0,19625,32.0,0.0
295,24000.0,0.0,19625,32.0,0.0
296,200000.0,0.0,110055,31.0,0.0
297,160000.0,160000.0,86330,55.0,1.0
298,50000.0,0.0,86330,55.0,1.0
299,21000.0,0.0,17262,26.0,0.0
300,30000.0,36000.0,15000,47.0,0.0
301,130000.0,0.0,35650,73.0,0.0
302,80000.0,100000.0,20671,33.0,0.0
303,40000.0,0.0,20671,33.0,0.0
304,90000.0,120000.0,38510,41.0,1.0
305,60000.0,50000.0,30909,45.0,0.0
306,42000.0,0.0,21000,28.0,1.0
307,58000.0,0.0,33523,37.0,0.0
308,58000.0,0.0,33523,37.0,1.0
309,60000.0,30000.0,21647,31.0,0.0
310,32000.0,0.0,16000,45.0,1.0
311,24000.0,20000.0,16000,34.0,0.0
312,137000.0,0.0,68970,26.0,1.0
313,137000.0,0.0,68970,26.0,0.0
314,137000.0,227000.0,68970,26.0,1.0
315,137000.0,0.0,68970,26.0,1.0
316,0.0,0.0,86805,44.0,0.0
317,200000.0,0.0,86805,44.0,0.0
318,200000.0,0.0,86805,44.0,0.0
319,240000.0,120000.0,82649,46.0,0.0
320,35000.0,39500.0,40000,48.0,1.0
321,91000.0,0.0,26000,41.0,0.0
322,22000.0,27207.0,15322,44.0,1.0
323,43163.0,45904.0,15322,44.0,0.0
324,104000.0,52000.0,63485,39.0,0.0
325,104000.0,0.0,63485,39.0,0.0
326,184000.0,0.0,73830,47.0,1.0
327,36000.0,0.0,21112,33.0,0.0
328,36000.0,0.0,21112,33.0,0.0
329,80000.0,95000.0,33000,50.0,1.0
330,70000.0,40000.0,33000,50.0,0.0
331,40000.0,10000.0,33000,50.0,1.0
332,50000.0,0.0,50000,43.0,0.0
333,50000.0,0.0,50000,43.0,0.0
334,50000.0,0.0,50000,43.0,0.0
335,46000.0,40000.0,30000,57.0,0.0
336,67000.0,0.0,30000,37.0,0.0
337,67000.0,0.0,30000,37.0,0.0
338,750000.0,0.0,432097,56.0,0.0
339,100000.0,0.0,432097,56.0,0.0
340,200000.0,100000.0,105150,49.0,1.0
341,247000.0,0.0,80000,38.0,0.0
342,26000.0,0.0,15000,28.0,0.0
343,26000.0,0.0,15000,28.0,0.0
344,100000.0,40000.0,48350,49.0,0.0
345,78000.0,0.0,39000,43.0,0.0
346,65000.0,50000.0,26000,39.0,0.0
347,54000.0,0.0,31000,46.0,0.0
348,50000.0,0.0,42000,34.0,1.0
349,89000.0,100780.0,71107,61.0,0.0
350,28000.0,0.0,16260,28.0,0.0
351,28000.0,0.0,16260,28.0,1.0
352,78000.0,40000.0,31441,36.0,0.0
353,80231.0,233504.0,149724,46.0,0.0
354,80000.0,94991.0,149724,46.0,0.0
355,31000.0,0.0,17887,48.0,1.0
356,31000.0,0.0,17887,48.0,1.0
357,90000.0,0.0,46860,36.0,1.0
358,90000.0,0.0,46860,36.0,0.0
359,40000.0,0.0,22080,61.0,0.0
360,270000.0,0.0,77368,36.0,0.0
361,23000.0,38000.0,15672,31.0,1.0
362,50000.0,0.0,70000,55.0,0.0
363,50000.0,0.0,70000,55.0,0.0
364,38000.0,0.0,30685,39.0,0.0
365,30000.0,0.0,15972,38.0,0.0
366,131000.0,0.0,37610,50.0,0.0
367,131000.0,80000.0,37610,50.0,0.0
368,131000.0,188000.0,37610,50.0,1.0
369,0.0,60000.0,26702,51.0,0.0
370,50000.0,60000.0,26702,51.0,1.0
371,43000.0,0.0,25075,27.0,0.0
372,444000.0,0.0,360122,45.0,0.0
373,181000.0,0.0,90551,34.0,1.0
374,0.0,0.0,90551,34.0,1.0
375,37000.0,0.0,29395,25.0,1.0
376,50000.0,0.0,25000,46.0,0.0
377,36000.0,30000.0,16100,39.0,0.0
378,40000.0,0.0,23560,34.0,1.0
379,26000.0,0.0,15383,32.0,0.0
380,26000.0,0.0,15383,32.0,1.0
381,91000.0,0.0,36790,56.0,0.0
382,68000.0,133000.0,34193,37.0,1.0
383,68000.0,0.0,34193,37.0,0.0
384,28000.0,0.0,16400,33.0,0.0
385,300000.0,0.0,151888,34.0,1.0
386,30000.0,40000.0,24789,59.0,0.0
387,31000.0,0.0,18000,36.0,0.0
388,50000.0,65000.0,21522,31.0,0.0
389,40000.0,82000.0,21522,31.0,0.0
390,300000.0,0.0,1116956,52.0,1.0
391,46000.0,0.0,23000,34.0,0.0
392,43000.0,0.0,21910,38.0,1.0
393,51000.0,0.0,21000,40.0,1.0
394,73000.0,51000.0,21000,40.0,0.0
395,120000.0,60000.0,60112,46.0,0.0
396,1000000.0,0.0,500000,52.0,0.0
397,1200000.0,1700000.0,500000,52.0,0.0
398,220000.0,0.0,111467,33.0,1.0
399,220000.0,0.0,111467,33.0,0.0
400,117000.0,0.0,49300,61.0,0.0
401,117000.0,117000.0,49300,61.0,0.0
402,117000.0,0.0,49300,61.0,1.0
403,235000.0,175000.0,117930,55.0,0.0
404,131000.0,0.0,65864,37.0,0.0
405,300000.0,0.0,208900,60.0,0.0
406,150000.0,0.0,208900,60.0,0.0
407,20000.0,0.0,49053,38.0,0.0
408,20000.0,0.0,49053,38.0,0.0
409,240000.0,0.0,162428,51.0,0.0
410,240000.0,288000.0,162428,51.0,1.0
411,288000.0,240000.0,162428,51.0,0.0
412,240000.0,0.0,162428,51.0,0.0
413,300000.0,0.0,155150,36.0,0.0
414,300000.0,0.0,155150,36.0,1.0
415,20000.0,0.0,107000,52.0,0.0
416,150000.0,0.0,385655,52.0,0.0
417,70000.0,0.0,16900,55.0,0.0
418,70000.0,0.0,16900,55.0,0.0
419,44000.0,0.0,35614,26.0,0.0
420,44000.0,0.0,35614,26.0,1.0
421,70000.0,84000.0,35000,48.0,0.0
422,90000.0,0.0,81085,34.0,1.0
423,160000.0,0.0,81085,34.0,0.0
424,52000.0,62400.0,30000,36.0,0.0
425,100000.0,252000.0,107643,37.0,1.0
426,120000.0,72000.0,56834,55.0,0.0
427,70000.0,0.0,33638,34.0,1.0
428,42000.0,50400.0,17000,26.0,0.0
429,92000.0,146000.0,49890,56.0,0.0
430,60000.0,0.0,30075,31.0,0.0
431,120000.0,144000.0,78034,42.0,0.0
432,66000.0,0.0,22000,39.0,0.0
433,66000.0,85800.0,22000,39.0,1.0
434,32000.0,0.0,21629,28.0,1.0
435,80000.0,40000.0,42330,55.0,0.0
436,60000.0,0.0,35400,38.0,0.0
437,78000.0,0.0,22500,29.0,0.0
438,112000.0,0.0,98000,45.0,0.0
439,112000.0,0.0,98000,45.0,0.0
440,92000.0,0.0,41106,33.0,1.0
441,92000.0,0.0,41106,33.0,0.0
442,352000.0,0.0,176104,57.0,1.0
443,80000.0,91000.0,18200,57.0,0.0
444,50000.0,0.0,18200,57.0,0.0
445,10000.0,0.0,18200,57.0,1.0
446,15000.0,30000.0,18200,57.0,0.0
447,56000.0,0.0,32500,31.0,0.0
448,40000.0,56000.0,42978,40.0,0.0
449,44000.0,0.0,22085,33.0,0.0
450,63000.0,0.0,36000,46.0,0.0
451,100000.0,0.0,67400,42.0,0.0
452,100000.0,120000.0,67400,42.0,0.0
453,0.0,0.0,67400,42.0,0.0
454,46000.0,0.0,23166,36.0,0.0
455,26000.0,0.0,15055,32.0,0.0
456,34000.0,0.0,17354,27.0,0.0
457,56000.0,0.0,28472,27.0,1.0
458,400000.0,0.0,263764,42.0,1.0
459,400000.0,480000.0,263764,42.0,1.0
460,400000.0,0.0,263764,42.0,1.0
461,60000.0,0.0,34809,30.0,1.0
462,0.0,182000.0,81000,32.0,0.0
463,182000.0,0.0,81000,32.0,0.0
464,160000.0,0.0,80302,49.0,0.0
465,160000.0,0.0,80302,49.0,1.0
466,30000.0,0.0,20210,27.0,0.0
467,40000.0,40000.0,23190,42.0,0.0
468,33000.0,0.0,18871,36.0,1.0
469,30000.0,40000.0,25617,55.0,0.0
470,80000.0,196353.0,49491,34.0,0.0
471,0.0,80000.0,49491,34.0,0.0
472,80000.0,0.0,49491,34.0,0.0
473,50000.0,65000.0,17176,36.0,1.0
474,92000.0,49000.0,37050,46.0,0.0
475,56000.0,0.0,37050,46.0,0.0
476,104000.0,204000.0,41970,34.0,0.0
477,31000.0,34100.0,18200,36.0,0.0
478,0.0,0.0,18200,36.0,0.0
479,34000.0,0.0,19602,25.0,1.0
480,50000.0,80000.0,30835,29.0,1.0
481,121000.0,0.0,60620,58.0,0.0
482,121000.0,0.0,60620,58.0,1.0
483,500000.0,0.0,482167,46.0,0.0
484,500000.0,0.0,482167,46.0,0.0
485,70000.0,0.0,42045,37.0,0.0
486,180000.0,180000.0,66287,36.0,0.0
487,70000.0,0.0,58650,67.0,0.0
488,70000.0,0.0,58650,67.0,0.0
489,140000.0,70000.0,58650,67.0,0.0
490,15000.0,25000.0,15500,47.0,1.0
491,0.0,0.0,149985,34.0,0.0
492,150000.0,0.0,149985,34.0,0.0
493,35000.0,0.0,19660,38.0,0.0
494,100000.0,0.0,100000,41.0,0.0
495,100000.0,0.0,100000,41.0,0.0
496,150000.0,157219.0,66700,40.0,0.0
497,60000.0,0.0,41820,41.0,0.0
498,70000.0,60000.0,41820,41.0,1.0
499,40000.0,0.0,40000,29.0,1.0
500,30000.0,0.0,21535,37.0,0.0
501,30000.0,0.0,21535,37.0,1.0
502,37000.0,0.0,29903,33.0,0.0
503,28000.0,0.0,16207,32.0,0.0
504,28000.0,0.0,16207,32.0,0.0
505,80000.0,0.0,3000000,67.0,0.0
506,150000.0,200000.0,3000000,67.0,0.0
507,69000.0,129000.0,69988,27.0,0.0
508,42000.0,50000.0,21000,28.0,0.0
509,47000.0,38000.0,28169,43.0,0.0
510,47000.0,0.0,28169,43.0,1.0
511,100000.0,0.0,78962,44.0,0.0
512,100000.0,0.0,78962,44.0,0.0
513,35000.0,0.0,21933,32.0,0.0
514,38000.0,0.0,42000,28.0,1.0
515,147000.0,38000.0,42000,28.0,0.0
516,124000.0,30000.0,41410,28.0,1.0
517,160000.0,80000.0,56441,37.0,1.0
518,80000.0,0.0,56441,37.0,1.0
519,54000.0,69000.0,22500,26.0,0.0
520,64000.0,44000.0,26000,30.0,0.0
521,60000.0,0.0,25000,45.0,1.0
522,60000.0,119122.0,25000,45.0,1.0
523,200000.0,0.0,166140,39.0,0.0
524,200000.0,0.0,166140,39.0,1.0
525,60000.0,30000.0,56800,52.0,0.0
526,200000.0,177000.0,127808,61.0,0.0
527,100000.0,140000.0,127808,61.0,0.0
528,177000.0,0.0,127808,61.0,1.0
529,90000.0,0.0,71063,38.0,1.0
530,22000.0,0.0,17808,45.0,0.0
531,22000.0,0.0,17808,45.0,1.0
532,30000.0,60000.0,21885,25.0,0.0
533,170000.0,0.0,86421,51.0,0.0
534,79000.0,0.0,35399,38.0,0.0
535,79000.0,109000.0,35399,38.0,0.0
536,66000.0,0.0,66066,43.0,1.0
537,66000.0,340000.0,66066,43.0,0.0
538,35000.0,0.0,20411,33.0,0.0
539,164000.0,213200.0,73150,61.0,0.0
540,70000.0,0.0,40000,39.0,1.0
541,100000.0,50000.0,52333,34.0,0.0
542,56000.0,0.0,40625,29.0,0.0
543,71000.0,0.0,41056,31.0,0.0
544,100000.0,0.0,60150,74.0,1.0
545,100000.0,0.0,60150,74.0,0.0
546,26000.0,0.0,15000,26.0,0.0
547,120000.0,140000.0,55000,49.0,0.0
548,42000.0,0.0,21000,27.0,0.0
549,70000.0,60000.0,40592,62.0,0.0
550,42000.0,0.0,24424,36.0,0.0
551,100000.0,0.0,53517,28.0,1.0
552,400000.0,266000.0,177908,43.0,1.0
553,400000.0,166000.0,177908,43.0,1.0
554,70000.0,0.0,15000,54.0,1.0
555,240000.0,0.0,160742,45.0,0.0
556,160000.0,160000.0,65000,39.0,0.0
557,29000.0,0.0,16634,29.0,0.0
558,400000.0,200000.0,269641,37.0,1.0
559,40000.0,0.0,29863,36.0,1.0
560,35000.0,0.0,20370,32.0,0.0
561,47000.0,87566.0,129659,42.0,0.0
562,70000.0,0.0,55000,54.0,0.0
563,70000.0,0.0,55000,54.0,0.0
564,40000.0,52000.0,25000,26.0,0.0
565,0.0,0.0,25000,26.0,0.0
566,50000.0,0.0,24200,37.0,0.0
567,30000.0,40000.0,15000,32.0,0.0
568,40000.0,0.0,323000,56.0,0.0
569,646000.0,0.0,323000,56.0,0.0
570,0.0,0.0,323000,56.0,0.0
571,35000.0,38500.0,20003,34.0,1.0
572,40000.0,55000.0,20890,45.0,0.0
573,207000.0,0.0,103939,36.0,0.0
574,60000.0,0.0,31908,28.0,0.0
575,80000.0,0.0,49828,41.0,1.0
576,100000.0,0.0,61841,50.0,0.0
577,70000.0,84000.0,46307,48.0,0.0
578,23000.0,0.0,18833,36.0,1.0
579,56000.0,38000.0,45292,31.0,0.0
580,0.0,0.0,43000,35.0,1.0
581,86000.0,0.0,43000,35.0,0.0
582,98000.0,216138.0,65587,53.0,0.0
583,420000.0,660000.0,132000,50.0,0.0
584,200000.0,0.0,122000,56.0,1.0
585,61000.0,0.0,17675,32.0,0.0
586,40000.0,0.0,20000,30.0,0.0
587,0.0,50000.0,50000,35.0,1.0
588,100000.0,50000.0,50000,35.0,1.0
589,88000.0,0.0,50558,44.0,1.0
590,88000.0,0.0,50558,44.0,0.0
591,200000.0,0.0,186367,43.0,0.0
592,100000.0,0.0,104253,37.0,0.0
593,150000.0,314000.0,62893,58.0,1.0
594,30000.0,0.0,24990,55.0,0.0
595,121000.0,141000.0,53949,33.0,1.0
596,32000.0,33700.0,16000,35.0,1.0
597,200000.0,260000.0,91986,36.0,1.0
598,135000.0,0.0,58904,31.0,0.0
599,0.0,0.0,58904,31.0,0.0
600,60000.0,100000.0,37450,33.0,0.0
601,300000.0,0.0,122500,66.0,0.0
602,56000.0,0.0,28300,41.0,0.0
603,69000.0,123000.0,34900,46.0,0.0
604,270000.0,225000.0,112833,55.0,1.0
605,270000.0,0.0,112833,55.0,0.0
606,270000.0,225000.0,112833,55.0,0.0
607,29000.0,34000.0,16696,29.0,1.0
608,43000.0,49450.0,15000,40.0,0.0
609,200000.0,100000.0,85017,30.0,1.0
610,43000.0,63000.0,24800,36.0,1.0
611,100000.0,190000.0,75364,36.0,0.0
612,150000.0,220000.0,75364,36.0,1.0
613,68000.0,60000.0,24000,64.0,0.0
614,40000.0,30000.0,20024,59.0,1.0
615,60000.0,78000.0,31201,49.0,0.0
616,30000.0,39000.0,15735,33.0,1.0
617,280000.0,283400.0,80086,39.0,0.0
618,130000.0,0.0,80086,39.0,1.0
619,30000.0,40000.0,17000,43.0,1.0
620,117000.0,140400.0,36000,47.0,0.0
621,200000.0,240000.0,92778,47.0,1.0
622,150000.0,0.0,79937,48.0,0.0
